"key","fare_amount"
"2015-01-27 13:08:24.0000002",10.3384265899658
"2015-01-27 13:08:24.0000003",11.6678190231323
"2011-10-08 11:53:44.0000002",4.9767951965332
"2012-12-01 21:12:12.0000002",8.10930728912354
"2012-12-01 21:12:12.0000003",15.5024166107178
"2012-12-01 21:12:12.0000005",9.09817123413086
"2011-10-06 12:10:20.0000001",5.98063087463379
"2011-10-06 12:10:20.0000003",48.9379615783691
"2011-10-06 12:10:20.0000002",11.608154296875
"2014-02-18 15:22:20.0000002",7.37576246261597
"2014-02-18 15:22:20.0000003",9.58204650878906
"2014-02-18 15:22:20.0000001",17.8101768493652
"2010-03-29 20:20:32.0000002",4.70047187805176
"2010-03-29 20:20:32.0000001",6.53005504608154
"2011-10-06 03:59:12.0000002",7.42855024337769
"2011-10-06 03:59:12.0000001",12.3633937835693
"2012-07-15 16:45:04.0000006",5.37559032440186
"2012-07-15 16:45:04.0000002",8.52862548828125
"2012-07-15 16:45:04.0000003",5.32482624053955
"2012-07-15 16:45:04.0000004",4.96231842041016
"2014-10-29 02:09:56.0000001",6.94992733001709
"2014-06-14 13:39:00.00000010",9.49436378479004
"2014-06-14 13:39:00.00000060",8.06292533874512
"2014-06-14 13:39:00.00000087",7.2393627166748
"2014-06-14 13:39:00.00000050",17.7427310943604
"2014-06-14 13:39:00.0000003",6.04328680038452
"2014-06-14 13:39:00.000000158",49.670280456543
"2014-06-14 13:39:00.00000015",29.1951084136963
"2014-06-14 13:39:00.00000073",7.13863182067871
"2014-06-14 13:39:00.00000077",14.9886474609375
"2014-06-14 13:39:00.000000145",11.2661123275757
"2014-06-14 13:39:00.00000079",7.43658971786499
"2014-06-14 13:39:00.000000121",5.88395261764526
"2014-06-14 13:39:00.00000021",12.4682817459106
"2014-06-14 13:39:00.0000005",8.58903408050537
"2014-06-14 13:39:00.000000165",7.46695709228516
"2014-06-14 13:39:00.000000184",8.43113613128662
"2014-06-14 13:39:00.00000059",6.22901630401611
"2014-06-14 13:39:00.00000070",9.04022026062012
"2014-06-14 13:39:00.00000068",5.24553680419922
"2014-06-14 13:39:00.000000133",17.9760341644287
"2014-06-14 13:39:00.000000128",9.97505760192871
"2014-06-14 13:39:00.000000136",18.1888942718506
"2014-06-14 13:39:00.00000017",12.3125162124634
"2014-06-14 13:39:00.000000111",5.33159494400024
"2014-06-14 13:39:00.000000115",11.4028749465942
"2014-06-14 13:39:00.000000168",6.34677839279175
"2014-06-14 13:39:00.00000031",6.34780788421631
"2014-06-14 13:39:00.000000116",7.0216064453125
"2014-06-14 13:39:00.00000051",5.24553680419922
"2014-06-14 13:39:00.000000193",11.8243532180786
"2014-06-14 13:39:00.000000132",14.8792858123779
"2014-06-14 13:39:00.000000167",21.2366619110107
"2014-06-14 13:39:00.00000044",8.03519725799561
"2014-06-14 13:39:00.000000138",6.57125949859619
"2014-06-14 13:39:00.00000066",15.8371744155884
"2014-06-14 13:39:00.00000063",11.8209257125854
"2014-06-14 13:39:00.000000154",11.5327215194702
"2014-06-14 13:39:00.00000097",14.3318138122559
"2014-06-14 13:39:00.00000067",14.5806579589844
"2014-06-14 13:39:00.000000179",5.95710563659668
"2014-06-14 13:39:00.00000092",11.9730176925659
